Semester,Age,Gender,Address,Region,Family_Size,Family_Income,First_Generation_Student,Parental_Status,Mother_Education,Father_Education,Mother_Job,Father_Job,Reason_for_Choosing_School,Guardian,GPA,Marks_Math,Marks_Physics,Marks_CS,Marks_English,Marks_Economics,Marks_Elective,Grade_1,Grade_2,Final_Grade,Number_of_Backlogs,Number_of_Failures,Attendance_Pct,Assignment_Score,Credits_Completed,Study_Time,Number_of_Absences,LMS_Activity_Score,Login_Frequency_Per_Week,Participation_Level,Class_Engagement_Score,School_Support,Family_Support,Extra_Paid_Class,Extra_Curricular_Activities,Wants_Higher_Education,Internet_Access,In_Relationship,Attended_Nursery,Travel_Time,Family_Relationship,Free_Time,Going_Out,Weekend_Alcohol_Consumption,Weekday_Alcohol_Consumption,Health_Status,Tuition_Fee_Payment_Status,Scholarship_Available,Financial_Aid,Dropped_Out
1,17,Male,Urban,North,<=3,Middle,No,Together,Primary,Secondary,Healthcare,Other,Home_Proximity,Father,8.2,60.5,54.7,51.6,75.4,57.7,67.0,12,15,14,0,1,92.8,67.5,24,1,3,93.4,6,High,6.2,No,No,No,No,Yes,Yes,No,Yes,3,2,3,3,1,3,1,Partial,Yes,No,0
2,18,Male,Urban,North,<=3,Middle,No,Together,Primary,Secondary,Healthcare,Other,Home_Proximity,Father,8.03,53.6,60.6,62.9,61.0,43.7,61.2,12,16,14,0,0,78.9,69.7,48,1,4,63.0,5,High,5.9,No,Yes,No,No,Yes,Yes,No,Yes,3,2,1,3,1,3,3,Paid,Yes,No,0
3,18,Male,Urban,North,<=3,Middle,No,Together,Primary,Secondary,Healthcare,Other,Home_Proximity,Father,4.64,36.5,49.1,50.4,37.0,24.6,42.6,8,10,9,3,0,93.8,28.7,36,3,4,96.2,7,Low,3.4,No,No,Yes,No,Yes,Yes,No,Yes,3,2,1,3,3,3,4,Paid,Yes,No,0
4,19,Male,Urban,North,<=3,Middle,No,Together,Primary,Secondary,Healthcare,Other,Home_Proximity,Father,6.11,52.5,46.8,44.8,45.9,37.0,33.7,11,13,12,1,0,76.6,46.7,80,2,2,53.0,3,Medium,6.1,No,Yes,Yes,Yes,Yes,Yes,No,Yes,3,2,2,4,4,1,2,Partial,Yes,No,0
1,22,Male,Urban,Central,<=3,Low,No,Together,Primary,Primary,Home,Teacher,Reputation,Mother,6.15,50.1,52.5,44.9,52.4,39.2,42.2,10,11,10,0,0,66.9,31.9,24,1,2,65.5,4,Medium,2.4,No,No,Yes,No,Yes,No,Yes,Yes,1,3,5,5,1,5,4,Unpaid,No,No,0
2,23,Male,Urban,Central,<=3,Low,No,Together,Primary,Primary,Home,Teacher,Reputation,Mother,4.9,29.8,39.7,37.8,50.8,39.4,46.8,8,7,8,2,0,84.4,40.1,32,1,4,53.6,5,Low,2.4,No,Yes,Yes,No,Yes,No,Yes,Yes,1,3,2,3,3,5,1,Unpaid,No,No,0
3,23,Male,Urban,Central,<=3,Low,No,Together,Primary,Primary,Home,Teacher,Reputation,Mother,6.37,45.0,47.0,46.7,52.5,46.4,39.9,13,14,14,0,0,81.8,37.3,72,2,3,62.6,5,Medium,5.2,No,No,Yes,No,Yes,No,Yes,Yes,1,3,1,4,2,5,2,Unpaid,No,No,0
4,24,Male,Urban,Central,<=3,Low,No,Together,Primary,Primary,Home,Teacher,Reputation,Mother,5.46,49.1,39.6,38.8,29.6,37.2,48.1,11,11,11,0,0,63.5,36.3,96,2,8,69.2,4,Low,5.3,No,Yes,No,No,Yes,No,Yes,Yes,1,3,2,4,2,5,2,Partial,No,No,0
1,25,Male,Rural,West,>3,High,Yes,Apart,Primary,Secondary,Teacher,Healthcare,Other,Mother,7.4,38.1,69.2,49.8,64.1,63.4,55.5,14,13,14,0,0,75.8,43.6,24,2,2,74.3,7,Medium,7.0,No,No,No,Yes,Yes,No,No,No,3,4,3,3,1,3,3,Paid,No,No,0
2,26,Male,Rural,West,>3,High,Yes,Apart,Primary,Secondary,Teacher,Healthcare,Other,Mother,8.23,64.2,66.4,69.1,69.7,72.1,49.9,17,16,16,1,1,83.9,51.6,40,1,2,53.1,1,High,8.2,No,Yes,No,No,Yes,No,No,No,3,4,1,3,1,5,4,Partial,No,No,0
3,26,Male,Rural,West,>3,High,Yes,Apart,Primary,Secondary,Teacher,Healthcare,Other,Mother,5.96,51.4,53.4,37.6,53.3,37.3,33.8,11,12,12,1,1,63.6,38.8,60,4,9,51.8,2,Medium,4.5,Yes,Yes,Yes,Yes,Yes,No,No,No,3,4,1,2,2,4,5,Partial,No,No,0
4,27,Male,Rural,West,>3,High,Yes,Apart,Primary,Secondary,Teacher,Healthcare,Other,Mother,7.03,40.1,48.3,56.8,45.7,57.6,44.1,15,11,13,0,0,81.1,53.4,96,4,4,70.0,7,Medium,7.0,No,Yes,Yes,Yes,Yes,No,No,No,3,4,5,1,2,4,4,Unpaid,No,No,0
1,17,Female,Urban,Central,<=3,Middle,Yes,Together,Unknown,Higher,Home,Home,Other,Mother,6.16,49.4,52.4,35.5,57.5,56.8,51.2,13,12,12,0,0,65.9,43.0,24,4,6,55.8,2,Medium,3.2,Yes,Yes,Yes,No,Yes,Yes,No,No,3,3,1,1,4,2,1,Unpaid,No,No,0
2,18,Female,Urban,Central,<=3,Middle,Yes,Together,Unknown,Higher,Home,Home,Other,Mother,5.35,40.5,40.7,39.1,37.4,51.0,51.1,10,12,11,0,1,77.7,53.1,48,1,6,55.7,2,Low,4.9,Yes,No,No,Yes,Yes,Yes,No,No,3,3,3,5,1,4,4,Partial,No,No,0
3,18,Female,Urban,Central,<=3,Middle,Yes,Together,Unknown,Higher,Home,Home,Other,Mother,6.46,47.2,37.4,46.3,40.5,36.1,45.3,11,11,11,0,0,61.7,55.8,72,4,5,44.3,3,Medium,7.0,No,No,No,Yes,Yes,Yes,No,No,3,3,4,1,1,3,2,Partial,No,No,0
4,19,Female,Urban,Central,<=3,Middle,Yes,Together,Unknown,Higher,Home,Home,Other,Mother,5.18,18.3,24.0,42.0,28.7,30.1,54.2,10,9,10,0,0,93.3,32.9,96,2,4,87.7,4,Low,2.9,Yes,No,Yes,No,Yes,Yes,No,No,3,3,1,3,3,4,4,Unpaid,No,No,0
1,19,Male,Rural,Central,<=3,Middle,Yes,Together,Unknown,Unknown,Home,Healthcare,Course,Father,8.78,68.3,62.9,67.0,94.7,67.1,67.1,14,17,16,0,0,85.0,61.7,24,3,2,79.7,3,High,8.0,No,No,No,Yes,Yes,Yes,Yes,Yes,1,5,4,1,5,2,1,Paid,No,No,0
2,20,Male,Rural,Central,<=3,Middle,Yes,Together,Unknown,Unknown,Home,Healthcare,Course,Father,7.11,60.2,66.1,57.0,71.9,47.3,57.5,13,14,14,1,0,99.1,47.9,40,3,6,76.8,5,Medium,5.4,No,Yes,No,No,Yes,Yes,Yes,Yes,1,5,4,2,2,1,4,Partial,No,No,0
3,20,Male,Rural,Central,<=3,Middle,Yes,Together,Unknown,Unknown,Home,Healthcare,Course,Father,6.06,43.5,59.6,40.6,44.6,47.4,46.2,11,11,11,0,0,88.0,46.2,72,4,6,67.1,2,Medium,6.0,No,No,Yes,No,Yes,Yes,Yes,Yes,1,5,5,1,3,3,4,Paid,No,No,0
4,21,Male,Rural,Central,<=3,Middle,Yes,Together,Unknown,Unknown,Home,Healthcare,Course,Father,8.62,71.8,59.6,56.8,64.2,68.6,67.6,18,14,16,0,0,97.5,51.9,96,4,5,68.7,2,High,5.7,No,Yes,No,Yes,Yes,Yes,Yes,Yes,1,5,1,1,1,5,1,Paid,No,No,0
1,23,Female,Urban,Central,>3,High,Yes,Together,Unknown,Primary,Home,Other,Home_Proximity,Mother,8.27,62.5,54.5,56.3,62.4,55.3,74.8,13,15,14,1,0,76.0,57.5,20,2,3,50.7,5,High,5.7,No,No,Yes,No,No,Yes,Yes,No,3,5,4,2,4,2,3,Unpaid,No,Yes,0
2,24,Female,Urban,Central,>3,High,Yes,Together,Unknown,Primary,Home,Other,Home_Proximity,Mother,8.37,69.6,51.5,62.9,51.5,75.4,69.8,13,14,14,0,0,76.8,50.0,48,4,7,53.9,3,High,4.5,Yes,No,Yes,No,No,Yes,Yes,No,3,5,4,1,2,1,4,Partial,No,Yes,0
3,24,Female,Urban,Central,>3,High,Yes,Together,Unknown,Primary,Home,Other,Home_Proximity,Mother,6.06,32.3,46.6,50.3,38.5,50.6,39.9,13,11,12,0,0,77.6,45.5,72,4,3,47.6,4,Medium,5.4,No,Yes,Yes,No,No,Yes,Yes,No,3,5,3,2,4,1,4,Paid,No,Yes,0
4,25,Female,Urban,Central,>3,High,Yes,Together,Unknown,Primary,Home,Other,Home_Proximity,Mother,8.05,63.4,62.9,58.5,52.5,55.9,65.3,16,13,14,0,0,65.9,56.6,96,3,5,52.6,5,High,6.9,No,Yes,Yes,No,No,Yes,Yes,No,3,5,5,3,5,2,3,Paid,No,Yes,0
1,20,Female,Rural,North,>3,Middle,No,Together,Secondary,Unknown,Services,Healthcare,Other,Father,7.83,57.5,59.9,53.7,70.1,55.2,57.1,13,15,14,0,0,75.1,52.3,24,1,6,53.4,2,High,5.2,No,Yes,No,Yes,No,No,Yes,Yes,3,1,4,4,1,1,1,Partial,No,No,0
2,21,Female,Rural,North,>3,Middle,No,Together,Secondary,Unknown,Services,Healthcare,Other,Father,6.82,47.0,51.3,54.6,63.3,50.0,46.4,13,12,12,0,0,78.4,50.6,48,3,4,54.6,1,Medium,5.3,Yes,No,No,Yes,No,No,Yes,Yes,3,1,3,3,4,5,3,Paid,No,No,0
3,21,Female,Rural,North,>3,Middle,No,Together,Secondary,Unknown,Services,Healthcare,Other,Father,7.01,44.6,55.8,47.0,39.6,58.6,55.8,15,12,14,0,1,73.8,35.4,72,2,3,59.0,7,Medium,6.7,No,Yes,No,Yes,No,No,Yes,Yes,3,1,3,4,4,1,3,Unpaid,No,No,0
4,22,Female,Rural,North,>3,Middle,No,Together,Secondary,Unknown,Services,Healthcare,Other,Father,3.93,12.2,36.5,34.9,19.9,22.4,24.1,8,6,7,4,3,54.4,33.3,32,4,14,47.5,5,Low,3.8,No,Yes,Yes,Yes,No,No,Yes,Yes,3,1,2,1,3,1,4,Paid,No,No,1
1,25,Male,Urban,North,<=3,Low,Yes,Together,Primary,Primary,Teacher,Other,Home_Proximity,Mother,5.91,23.8,51.3,45.6,52.4,39.3,40.3,11,13,12,0,0,64.5,38.8,24,4,16,59.3,8,Medium,4.7,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,5,4,1,1,5,5,Paid,No,No,0
2,26,Male,Urban,North,<=3,Low,Yes,Together,Primary,Primary,Teacher,Other,Home_Proximity,Mother,3.69,15.2,37.7,30.5,26.1,20.2,20.9,6,6,6,1,1,84.0,32.7,40,1,3,61.8,5,Low,3.6,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,5,5,5,1,1,5,Partial,No,No,0
3,26,Male,Urban,North,<=3,Low,Yes,Together,Primary,Primary,Teacher,Other,Home_Proximity,Mother,3.29,31.2,18.0,33.9,16.3,49.1,14.0,4,6,5,1,2,75.4,30.9,60,3,2,56.3,1,Low,2.7,No,No,No,No,Yes,Yes,Yes,Yes,2,5,5,2,4,5,3,Unpaid,No,No,1
4,27,Male,Urban,North,<=3,Low,Yes,Together,Primary,Primary,Teacher,Other,Home_Proximity,Mother,5.46,34.5,40.1,44.8,31.5,37.9,37.1,12,11,12,0,0,56.2,51.3,96,2,12,23.4,3,Low,4.6,Yes,No,No,Yes,Yes,Yes,Yes,Yes,2,5,4,4,2,4,2,Paid,No,No,0
1,19,Male,Urban,Central,<=3,Middle,Yes,Together,Higher,Unknown,Teacher,Healthcare,Reputation,Mother,5.97,41.3,41.7,32.5,52.7,37.0,49.8,9,11,10,0,0,82.4,44.9,24,4,5,68.9,4,Medium,6.1,Yes,No,No,No,Yes,No,Yes,No,1,1,4,1,2,5,3,Partial,No,No,0
2,20,Male,Urban,Central,<=3,Middle,Yes,Together,Higher,Unknown,Teacher,Healthcare,Reputation,Mother,6.54,38.7,54.1,55.5,34.6,45.7,49.2,11,11,11,0,1,86.2,45.1,48,1,5,62.1,4,Medium,4.0,Yes,Yes,No,Yes,Yes,No,Yes,No,1,1,5,4,2,2,5,Partial,No,No,0
3,20,Male,Urban,Central,<=3,Middle,Yes,Together,Higher,Unknown,Teacher,Healthcare,Reputation,Mother,6.67,56.0,56.1,41.7,41.2,40.5,34.0,14,12,13,1,0,64.8,44.0,60,4,10,55.5,7,Medium,5.7,Yes,No,No,No,Yes,No,Yes,No,1,1,2,1,5,3,2,Paid,No,No,0
4,21,Male,Urban,Central,<=3,Middle,Yes,Together,Higher,Unknown,Teacher,Healthcare,Reputation,Mother,4.94,33.4,39.9,35.6,29.9,35.0,47.7,7,10,8,2,0,75.5,37.3,64,3,6,52.1,4,Low,5.3,No,No,Yes,No,Yes,No,Yes,No,1,1,3,2,5,1,1,Paid,No,No,0
1,21,Male,Urban,North,<=3,Low,Yes,Together,Secondary,Primary,Home,Home,Other,Father,3.39,39.7,23.1,11.5,39.6,24.6,15.3,4,6,5,2,3,73.4,32.8,16,2,7,57.2,1,Low,5.1,No,Yes,No,Yes,Yes,Yes,Yes,No,1,5,2,3,4,4,4,Unpaid,No,No,1
2,22,Male,Urban,North,<=3,Low,Yes,Together,Secondary,Primary,Home,Home,Other,Father,5.95,36.4,40.1,47.7,64.2,45.0,35.0,12,11,12,0,0,65.5,43.0,48,4,3,50.2,0,Medium,5.9,No,Yes,No,No,Yes,Yes,Yes,No,1,5,4,1,1,4,2,Partial,No,No,0
3,22,Male,Urban,North,<=3,Low,Yes,Together,Secondary,Primary,Home,Home,Other,Father,7.79,51.3,60.5,75.6,61.7,63.9,62.9,14,17,16,1,0,82.5,48.7,60,2,1,61.9,2,High,5.6,No,No,No,Yes,Yes,Yes,Yes,No,1,5,2,3,1,2,3,Paid,No,No,0
4,23,Male,Urban,North,<=3,Low,Yes,Together,Secondary,Primary,Home,Home,Other,Father,4.66,41.1,35.0,27.4,55.1,47.6,23.6,8,8,8,6,1,61.3,26.1,0,4,4,62.9,5,Low,3.7,No,Yes,Yes,Yes,Yes,Yes,Yes,No,1,5,1,2,4,2,3,Unpaid,No,No,1
1,19,Female,Urban,West,>3,Low,Yes,Together,Unknown,Primary,Healthcare,Teacher,Course,Father,4.24,31.9,54.4,37.2,28.4,36.4,39.2,6,7,6,2,1,76.3,25.8,16,1,1,36.0,6,Low,2.9,No,Yes,No,No,No,Yes,No,Yes,3,5,2,3,4,2,5,Partial,No,No,0
2,20,Female,Urban,West,>3,Low,Yes,Together,Unknown,Primary,Healthcare,Teacher,Course,Father,5.33,36.1,45.8,51.4,42.9,22.2,36.2,11,12,12,0,0,63.1,50.7,48,2,7,52.3,2,Low,5.7,Yes,Yes,No,Yes,No,Yes,No,Yes,3,5,1,2,5,4,4,Partial,No,No,0
3,20,Female,Urban,West,>3,Low,Yes,Together,Unknown,Primary,Healthcare,Teacher,Course,Father,5.35,39.3,48.2,46.2,35.5,53.8,37.2,10,9,10,0,0,69.0,40.9,72,4,2,42.1,1,Low,4.1,No,No,No,No,No,Yes,No,Yes,3,5,2,1,3,1,3,Unpaid,No,No,0
4,21,Female,Urban,West,>3,Low,Yes,Together,Unknown,Primary,Healthcare,Teacher,Course,Father,5.25,40.0,42.5,49.6,42.7,42.5,39.3,12,11,12,1,0,78.2,29.9,80,4,5,56.2,2,Low,4.3,No,Yes,No,No,No,Yes,No,Yes,3,5,3,1,5,2,5,Unpaid,No,No,0
1,23,Male,Rural,Central,>3,Low,Yes,Apart,Higher,Secondary,Home,Home,Other,Mother,4.05,27.9,39.0,14.9,26.4,34.3,20.0,7,8,8,3,1,79.8,47.9,12,3,7,59.5,5,Low,1.7,Yes,Yes,No,No,Yes,Yes,Yes,No,3,4,5,1,5,1,4,Unpaid,No,No,1
2,24,Male,Rural,Central,>3,Low,Yes,Apart,Higher,Secondary,Home,Home,Other,Mother,5.5,43.5,37.4,57.0,39.5,49.6,37.9,7,9,8,1,0,78.7,36.9,40,3,2,70.6,3,Medium,5.0,No,No,No,Yes,Yes,Yes,Yes,No,3,4,1,3,2,1,5,Paid,No,No,0
3,24,Male,Rural,Central,>3,Low,Yes,Apart,Higher,Secondary,Home,Home,Other,Mother,4.75,34.9,32.8,25.6,50.1,20.3,23.5,10,9,10,1,0,58.3,28.7,60,3,13,39.1,3,Low,5.2,Yes,No,No,Yes,Yes,Yes,Yes,No,3,4,5,3,2,1,3,Unpaid,No,No,1
4,25,Male,Rural,Central,>3,Low,Yes,Apart,Higher,Secondary,Home,Home,Other,Mother,4.7,42.0,25.3,41.0,35.8,26.0,35.4,7,7,7,0,0,64.3,32.4,96,4,12,53.0,7,Low,5.3,No,Yes,No,Yes,Yes,Yes,Yes,No,3,4,5,1,5,2,5,Paid,No,No,0
1,21,Female,Rural,North,<=3,Middle,Yes,Together,Higher,Unknown,Services,Other,Course,Father,5.74,43.2,52.3,35.2,45.6,43.0,48.2,10,9,10,1,0,85.9,55.9,20,3,4,57.0,4,Medium,5.0,No,Yes,No,Yes,Yes,Yes,No,No,1,1,4,2,4,3,3,Partial,No,Yes,0
2,22,Female,Rural,North,<=3,Middle,Yes,Together,Higher,Unknown,Services,Other,Course,Father,7.23,51.8,54.8,63.0,52.6,38.9,50.2,14,13,14,0,0,75.4,56.8,48,4,4,49.4,5,Medium,4.6,Yes,No,No,Yes,Yes,Yes,No,No,1,1,5,1,2,1,1,Partial,No,Yes,0
3,22,Female,Rural,North,<=3,Middle,Yes,Together,Higher,Unknown,Services,Other,Course,Father,7.25,60.4,52.6,56.2,51.6,50.4,44.5,11,12,12,0,0,79.1,44.2,72,4,2,74.8,1,Medium,6.7,No,Yes,Yes,Yes,Yes,Yes,No,No,1,1,4,1,1,4,1,Paid,No,Yes,0
4,23,Female,Rural,North,<=3,Middle,Yes,Together,Higher,Unknown,Services,Other,Course,Father,5.9,34.5,48.6,65.1,46.3,57.3,47.9,9,12,10,1,0,82.2,33.0,80,4,4,56.7,3,Medium,3.7,Yes,Yes,No,Yes,Yes,Yes,No,No,1,1,2,2,1,2,3,Paid,No,Yes,0
1,25,Male,Urban,South,<=3,Middle,No,Together,Primary,Secondary,Other,Services,Home_Proximity,Other,9.25,72.2,57.7,55.0,67.9,69.8,64.2,18,20,19,0,0,86.1,75.4,24,1,3,73.8,7,High,5.8,No,No,No,Yes,No,Yes,No,Yes,1,1,1,4,5,1,2,Partial,No,No,0
2,26,Male,Urban,South,<=3,Middle,No,Together,Primary,Secondary,Other,Services,Home_Proximity,Other,7.97,50.4,65.1,59.3,68.4,58.1,54.0,14,19,16,1,0,94.8,65.3,40,1,3,75.2,7,High,5.6,Yes,No,Yes,Yes,No,Yes,No,Yes,1,1,4,4,2,4,4,Paid,No,No,0
3,26,Male,Urban,South,<=3,Middle,No,Together,Primary,Secondary,Other,Services,Home_Proximity,Other,10.0,70.5,72.0,89.3,64.1,73.8,65.2,19,19,19,2,1,98.9,59.9,48,4,2,70.6,3,High,9.0,No,No,No,No,No,Yes,No,Yes,1,1,3,2,2,3,5,Paid,No,No,0
4,27,Male,Urban,South,<=3,Middle,No,Together,Primary,Secondary,Other,Services,Home_Proximity,Other,9.94,61.1,70.0,75.1,58.1,85.3,76.4,17,18,18,0,0,81.4,84.7,96,4,3,71.5,4,High,8.3,No,Yes,No,No,No,Yes,No,Yes,1,1,2,2,3,3,1,Unpaid,No,No,0
1,23,Female,Urban,Central,<=3,Low,No,Apart,Higher,Secondary,Services,Home,Course,Other,5.02,42.9,32.0,33.8,40.2,37.0,41.5,10,9,10,0,0,91.8,40.1,24,1,3,71.5,4,Low,4.9,No,No,No,Yes,Yes,No,Yes,Yes,4,5,1,5,3,2,1,Partial,No,Yes,0
2,24,Female,Urban,Central,<=3,Low,No,Apart,Higher,Secondary,Services,Home,Course,Other,6.73,55.2,38.8,57.3,51.3,58.8,37.5,12,12,12,0,0,58.9,41.1,48,1,10,67.4,3,Medium,6.0,No,Yes,No,No,Yes,No,Yes,Yes,4,5,2,3,1,5,1,Unpaid,No,Yes,1
3,24,Female,Urban,Central,<=3,Low,No,Apart,Higher,Secondary,Services,Home,Course,Other,4.36,32.5,41.7,32.5,42.6,24.0,33.7,10,9,10,3,1,60.8,37.9,36,4,12,62.3,5,Low,1.0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,4,5,4,1,5,1,5,Unpaid,No,Yes,1
4,25,Female,Urban,Central,<=3,Low,No,Apart,Higher,Secondary,Services,Home,Course,Other,5.38,24.8,36.3,45.3,47.0,31.6,44.1,11,10,10,1,1,54.5,47.2,80,3,7,42.8,6,Low,4.7,No,No,No,No,Yes,No,Yes,Yes,4,5,3,1,1,5,3,Paid,No,Yes,0
1,18,Male,Rural,Central,<=3,Middle,Yes,Apart,Unknown,Unknown,Healthcare,Healthcare,Reputation,Father,7.45,54.0,56.5,59.3,68.4,45.5,63.1,15,14,14,0,0,70.3,68.2,24,4,3,50.0,8,Medium,6.5,No,No,No,No,No,Yes,No,No,1,1,3,2,5,1,5,Partial,Yes,No,0
2,19,Male,Rural,Central,<=3,Middle,Yes,Apart,Unknown,Unknown,Healthcare,Healthcare,Reputation,Father,6.37,45.5,56.0,54.1,64.8,47.6,51.6,8,11,10,1,0,81.4,44.3,40,2,3,61.7,6,Medium,6.5,No,Yes,Yes,No,No,Yes,No,No,1,1,2,3,5,5,3,Unpaid,Yes,No,0
3,19,Male,Rural,Central,<=3,Middle,Yes,Apart,Unknown,Unknown,Healthcare,Healthcare,Reputation,Father,8.0,65.4,47.7,50.0,55.2,58.3,65.0,15,15,15,0,0,79.9,43.0,72,4,4,67.6,4,High,5.6,No,No,Yes,Yes,No,Yes,No,No,1,1,3,1,1,3,5,Paid,Yes,No,0
4,20,Male,Rural,Central,<=3,Middle,Yes,Apart,Unknown,Unknown,Healthcare,Healthcare,Reputation,Father,5.45,44.8,40.2,43.4,46.7,31.8,36.4,13,9,11,1,0,82.0,43.2,80,3,3,58.5,6,Low,3.6,No,No,No,Yes,No,Yes,No,No,1,1,3,2,4,1,1,Paid,Yes,No,0
1,20,Male,Rural,West,>3,High,No,Together,Primary,Primary,Home,Teacher,Reputation,Father,7.55,60.0,48.6,57.5,52.8,57.9,57.9,14,16,15,1,1,62.6,50.5,20,2,3,76.5,9,High,7.7,No,Yes,Yes,Yes,Yes,Yes,No,Yes,4,5,4,3,1,2,3,Paid,Yes,No,0
2,21,Male,Rural,West,>3,High,No,Together,Primary,Primary,Home,Teacher,Reputation,Father,5.87,38.9,50.8,39.0,40.6,48.2,45.5,12,11,12,1,1,68.0,52.9,40,4,2,54.2,5,Medium,4.1,No,Yes,Yes,Yes,Yes,Yes,No,Yes,4,5,1,2,1,5,4,Paid,Yes,No,0
3,21,Male,Rural,West,>3,High,No,Together,Primary,Primary,Home,Teacher,Reputation,Father,4.09,31.3,38.1,35.2,38.6,30.9,22.1,8,9,8,1,3,70.5,21.1,60,2,4,56.9,5,Low,2.7,Yes,Yes,No,Yes,Yes,Yes,No,Yes,4,5,3,4,1,2,5,Unpaid,Yes,No,1
4,22,Male,Rural,West,>3,High,No,Together,Primary,Primary,Home,Teacher,Reputation,Father,7.44,54.7,54.3,44.1,59.1,50.7,76.2,16,12,14,0,0,90.1,63.1,96,2,6,68.4,5,Medium,6.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,4,5,2,4,1,1,1,Paid,Yes,No,0
1,25,Female,Urban,East,>3,Low,Yes,Apart,Higher,Secondary,Teacher,Healthcare,Reputation,Mother,8.08,74.0,73.4,79.7,58.2,55.9,51.0,13,16,14,0,0,67.7,49.9,24,2,5,64.5,4,High,7.7,No,Yes,No,Yes,Yes,Yes,No,Yes,3,5,1,3,3,3,1,Partial,Yes,No,0
2,26,Female,Urban,East,>3,Low,Yes,Apart,Higher,Secondary,Teacher,Healthcare,Reputation,Mother,9.42,64.6,56.3,86.3,61.6,80.9,61.2,18,16,17,2,0,84.7,74.9,32,4,3,58.9,2,High,7.4,No,Yes,Yes,No,Yes,Yes,No,Yes,3,5,3,2,2,2,4,Partial,Yes,No,0
3,26,Female,Urban,East,>3,Low,Yes,Apart,Higher,Secondary,Teacher,Healthcare,Reputation,Mother,9.16,50.6,77.7,72.2,72.5,80.7,73.2,18,20,19,1,0,97.3,61.0,60,3,2,87.2,4,High,6.9,No,No,No,Yes,Yes,Yes,No,Yes,3,5,2,1,2,5,4,Unpaid,Yes,No,0
4,27,Female,Urban,East,>3,Low,Yes,Apart,Higher,Secondary,Teacher,Healthcare,Reputation,Mother,6.33,48.4,42.6,49.8,52.4,37.2,47.6,13,14,14,0,0,73.9,46.5,96,4,4,68.8,8,Medium,5.0,No,Yes,No,No,Yes,Yes,No,Yes,3,5,2,1,1,5,3,Paid,Yes,No,0
1,18,Female,Urban,East,>3,Low,Yes,Apart,Primary,Unknown,Home,Healthcare,Other,Father,6.02,53.2,56.4,53.8,46.5,34.4,38.0,11,14,12,0,0,60.7,37.9,24,2,12,59.1,5,Medium,5.0,No,No,No,No,Yes,Yes,Yes,No,2,3,5,3,2,3,2,Paid,No,No,0
2,19,Female,Urban,East,>3,Low,Yes,Apart,Primary,Unknown,Home,Healthcare,Other,Father,7.16,56.0,26.6,63.5,56.6,60.3,56.5,12,13,12,0,0,89.7,45.8,48,1,1,78.5,4,Medium,4.9,No,Yes,No,No,Yes,Yes,Yes,No,2,3,5,5,5,5,5,Paid,No,No,0
3,19,Female,Urban,East,>3,Low,Yes,Apart,Primary,Unknown,Home,Healthcare,Other,Father,5.92,56.1,58.0,38.8,32.1,43.6,32.5,10,6,8,0,0,80.8,42.6,72,3,2,65.3,0,Medium,4.8,No,Yes,No,Yes,Yes,Yes,Yes,No,2,3,1,2,1,4,3,Paid,No,No,0
4,20,Female,Urban,East,>3,Low,Yes,Apart,Primary,Unknown,Home,Healthcare,Other,Father,7.83,60.1,67.6,44.0,59.3,64.6,67.1,14,14,14,0,0,76.5,56.2,96,3,6,68.9,5,High,5.5,Yes,No,No,No,Yes,Yes,Yes,No,2,3,1,1,4,2,1,Paid,No,No,0
1,25,Male,Urban,West,>3,Middle,Yes,Apart,Higher,Primary,Healthcare,Home,Reputation,Mother,4.92,55.6,32.6,29.5,35.1,39.9,31.1,7,11,9,1,0,78.7,26.4,20,3,3,85.0,3,Low,4.0,No,No,No,Yes,No,No,Yes,Yes,2,1,1,2,2,5,4,Unpaid,Yes,No,0
2,26,Male,Urban,West,>3,Middle,Yes,Apart,Higher,Primary,Healthcare,Home,Reputation,Mother,5.29,37.6,23.0,38.5,43.1,41.8,37.2,10,11,10,0,0,97.6,34.9,48,2,5,71.2,0,Low,3.8,No,Yes,Yes,Yes,No,No,Yes,Yes,2,1,1,2,2,5,3,Paid,Yes,No,0
3,26,Male,Urban,West,>3,Middle,Yes,Apart,Higher,Primary,Healthcare,Home,Reputation,Mother,2.34,20.6,22.7,20.9,13.1,20.2,12.6,4,6,5,2,3,69.1,35.1,48,3,2,67.7,7,Low,1.0,Yes,Yes,No,No,No,No,Yes,Yes,2,1,2,1,3,2,4,Paid,Yes,No,0
4,27,Male,Urban,West,>3,Middle,Yes,Apart,Higher,Primary,Healthcare,Home,Reputation,Mother,6.16,29.7,48.3,39.8,45.0,51.9,54.6,13,13,13,0,0,59.5,39.9,96,2,15,50.7,4,Medium,3.4,Yes,No,No,No,No,No,Yes,Yes,2,1,5,3,5,4,2,Paid,Yes,No,0
1,21,Female,Rural,West,<=3,Low,No,Together,Secondary,Secondary,Teacher,Teacher,Reputation,Other,2.84,16.0,35.6,11.7,6.0,16.4,6.1,6,4,5,2,2,73.2,20.9,16,3,3,66.6,10,Low,1.2,Yes,No,No,No,Yes,Yes,No,Yes,4,2,5,1,2,4,3,Partial,Yes,No,1
